Genome project,Gene stable ID,Human gene name
caenorhabditis_elegans_prjna13758,WBGene00017060,ADH1C
caenorhabditis_elegans_prjna13758,WBGene00017060,VAT1
caenorhabditis_elegans_prjna13758,WBGene00017060,VAT1L
caenorhabditis_elegans_prjna13758,WBGene00017060,CRYZL1
caenorhabditis_elegans_prjna13758,WBGene00017060,ADH7
caenorhabditis_elegans_prjna13758,WBGene00017061,
caenorhabditis_elegans_prjna13758,WBGene00017062,GLRX3
caenorhabditis_elegans_prjna13758,WBGene00017063,
caenorhabditis_elegans_prjna13758,WBGene00017064,
caenorhabditis_elegans_prjna13758,WBGene00017065,
caenorhabditis_elegans_prjna13758,WBGene00017066,MACO1
caenorhabditis_elegans_prjna13758,WBGene00017068,
caenorhabditis_elegans_prjna13758,WBGene00017069,TIMM17A
caenorhabditis_elegans_prjna13758,WBGene00017069,TIMM17B
caenorhabditis_elegans_prjna13758,WBGene00017070,PRAF2
caenorhabditis_elegans_prjna13758,WBGene00017070,ARL6IP5
caenorhabditis_elegans_prjna13758,WBGene00017071,SI
caenorhabditis_elegans_prjna13758,WBGene00017071,MGAM2
caenorhabditis_elegans_prjna13758,WBGene00017071,GANAB
caenorhabditis_elegans_prjna13758,WBGene00017071,MGAM
caenorhabditis_elegans_prjna13758,WBGene00017071,GAA
caenorhabditis_elegans_prjna13758,WBGene00017071,MYORG
caenorhabditis_elegans_prjna13758,WBGene00017071,GANC
caenorhabditis_elegans_prjna13758,WBGene00017071,AC012651.1
caenorhabditis_elegans_prjna13758,WBGene00017072,
caenorhabditis_elegans_prjna13758,WBGene00017073,
caenorhabditis_elegans_prjna13758,WBGene00017074,
caenorhabditis_elegans_prjna13758,WBGene00017075,NAP1L2
caenorhabditis_elegans_prjna13758,WBGene00017075,TSPYL5
caenorhabditis_elegans_prjna13758,WBGene00017075,NAP1L5
caenorhabditis_elegans_prjna13758,WBGene00017075,TSPYL2
caenorhabditis_elegans_prjna13758,WBGene00017075,TSPYL4
caenorhabditis_elegans_prjna13758,WBGene00017075,TSPYL1
caenorhabditis_elegans_prjna13758,WBGene00017075,NAP1L3
caenorhabditis_elegans_prjna13758,WBGene00017076,
caenorhabditis_elegans_prjna13758,WBGene00017077,
caenorhabditis_elegans_prjna13758,WBGene00017078,PKHD1
caenorhabditis_elegans_prjna13758,WBGene00017078,GAS2L3
caenorhabditis_elegans_prjna13758,WBGene00017078,DYTN
caenorhabditis_elegans_prjna13758,WBGene00017078,PLEC
caenorhabditis_elegans_prjna13758,WBGene00017078,EPPK1
caenorhabditis_elegans_prjna13758,WBGene00017078,SYNE3
caenorhabditis_elegans_prjna13758,WBGene00017078,CLMN
caenorhabditis_elegans_prjna13758,WBGene00017078,DSP
caenorhabditis_elegans_prjna13758,WBGene00017078,SPTA1
caenorhabditis_elegans_prjna13758,WBGene00017078,SYNE2
caenorhabditis_elegans_prjna13758,WBGene00017079,
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALSL
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS9B
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS9C
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS9
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS12
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS7B
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS7
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS2
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS1
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS13
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS16
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS14
caenorhabditis_elegans_prjna13758,WBGene00017080,GRIFIN
caenorhabditis_elegans_prjna13758,WBGene00017080,LGALS8
caenorhabditis_elegans_prjna13758,WBGene00017082,RDH13
caenorhabditis_elegans_prjna13758,WBGene00017082,RDH14
caenorhabditis_elegans_prjna13758,WBGene00017082,DHRS13
caenorhabditis_elegans_prjna13758,WBGene00017083,NUAK1
caenorhabditis_elegans_prjna13758,WBGene00017083,BRSK1
caenorhabditis_elegans_prjna13758,WBGene00017083,TSSK3
caenorhabditis_elegans_prjna13758,WBGene00017083,TSSK6
caenorhabditis_elegans_prjna13758,WBGene00017083,BRSK2
caenorhabditis_elegans_prjna13758,WBGene00017083,TSSK2
caenorhabditis_elegans_prjna13758,WBGene00017083,HUNK
caenorhabditis_elegans_prjna13758,WBGene00017083,NUAK2
caenorhabditis_elegans_prjna13758,WBGene00017084,GCLM
caenorhabditis_elegans_prjna13758,WBGene00017085,SRRT
caenorhabditis_elegans_prjna13758,WBGene00017087,DPH6
caenorhabditis_elegans_prjna13758,WBGene00017088,AKIRIN2
caenorhabditis_elegans_prjna13758,WBGene00017088,AKIRIN1
caenorhabditis_elegans_prjna13758,WBGene00017089,PON1
caenorhabditis_elegans_prjna13758,WBGene00017089,PON2
caenorhabditis_elegans_prjna13758,WBGene00017089,PON3
caenorhabditis_elegans_prjna13758,WBGene00017090,
caenorhabditis_elegans_prjna13758,WBGene00017091,
caenorhabditis_elegans_prjna13758,WBGene00017092,
caenorhabditis_elegans_prjna13758,WBGene00017093,
caenorhabditis_elegans_prjna13758,WBGene00017094,
caenorhabditis_elegans_prjna13758,WBGene00017095,
caenorhabditis_elegans_prjna13758,WBGene00017096,
caenorhabditis_elegans_prjna13758,WBGene00017097,
caenorhabditis_elegans_prjna13758,WBGene00017098,QKI
caenorhabditis_elegans_prjna13758,WBGene00017099,
caenorhabditis_elegans_prjna13758,WBGene00017100,
caenorhabditis_elegans_prjna13758,WBGene00017101,
caenorhabditis_elegans_prjna13758,WBGene00017102,
caenorhabditis_elegans_prjna13758,WBGene00017103,KL
caenorhabditis_elegans_prjna13758,WBGene00017103,LCTL
caenorhabditis_elegans_prjna13758,WBGene00017103,KLB
caenorhabditis_elegans_prjna13758,WBGene00017103,GBA3
caenorhabditis_elegans_prjna13758,WBGene00017103,LCT
caenorhabditis_elegans_prjna13758,WBGene00017104,
caenorhabditis_elegans_prjna13758,WBGene00017105,
caenorhabditis_elegans_prjna13758,WBGene00017106,
caenorhabditis_elegans_prjna13758,WBGene00017107,
caenorhabditis_elegans_prjna13758,WBGene00017108,
caenorhabditis_elegans_prjna13758,WBGene00017109,
caenorhabditis_elegans_prjna13758,WBGene00017110,
caenorhabditis_elegans_prjna13758,WBGene00017111,
caenorhabditis_elegans_prjna13758,WBGene00017112,
caenorhabditis_elegans_prjna13758,WBGene00017113,
caenorhabditis_elegans_prjna13758,WBGene00017114,
caenorhabditis_elegans_prjna13758,WBGene00017115,
caenorhabditis_elegans_prjna13758,WBGene00017116,
caenorhabditis_elegans_prjna13758,WBGene00017117,
caenorhabditis_elegans_prjna13758,WBGene00017118,
caenorhabditis_elegans_prjna13758,WBGene00017119,TIMM17A
caenorhabditis_elegans_prjna13758,WBGene00017119,TIMM17B
caenorhabditis_elegans_prjna13758,WBGene00017120,TCTN2
caenorhabditis_elegans_prjna13758,WBGene00017121,CYCS
caenorhabditis_elegans_prjna13758,WBGene00017122,PACRG
caenorhabditis_elegans_prjna13758,WBGene00017123,
caenorhabditis_elegans_prjna13758,WBGene00017124,PLD4
caenorhabditis_elegans_prjna13758,WBGene00017124,PLD3
caenorhabditis_elegans_prjna13758,WBGene00017124,PLD5
caenorhabditis_elegans_prjna13758,WBGene00017125,ACADVL
caenorhabditis_elegans_prjna13758,WBGene00017126,
caenorhabditis_elegans_prjna13758,WBGene00017127,
caenorhabditis_elegans_prjna13758,WBGene00017128,
caenorhabditis_elegans_prjna13758,WBGene00017129,
caenorhabditis_elegans_prjna13758,WBGene00017130,
caenorhabditis_elegans_prjna13758,WBGene00017131,RDH13
caenorhabditis_elegans_prjna13758,WBGene00017131,RDH14
caenorhabditis_elegans_prjna13758,WBGene00017131,DHRS13
caenorhabditis_elegans_prjna13758,WBGene00017132,
caenorhabditis_elegans_prjna13758,WBGene00017133,
caenorhabditis_elegans_prjna13758,WBGene00017134,
caenorhabditis_elegans_prjna13758,WBGene00017135,CELF1
caenorhabditis_elegans_prjna13758,WBGene00017135,RBM28
caenorhabditis_elegans_prjna13758,WBGene00017135,CELF2
caenorhabditis_elegans_prjna13758,WBGene00017135,CELF4
caenorhabditis_elegans_prjna13758,WBGene00017136,AGBL4
caenorhabditis_elegans_prjna13758,WBGene00017137,PINK1
caenorhabditis_elegans_prjna13758,WBGene00017138,FBXL4
caenorhabditis_elegans_prjna13758,WBGene00017139,
caenorhabditis_elegans_prjna13758,WBGene00017140,CELF1
caenorhabditis_elegans_prjna13758,WBGene00017140,RBM28
caenorhabditis_elegans_prjna13758,WBGene00017140,CELF2
caenorhabditis_elegans_prjna13758,WBGene00017140,CELF4
caenorhabditis_elegans_prjna13758,WBGene00017141,
caenorhabditis_elegans_prjna13758,WBGene00017142,
caenorhabditis_elegans_prjna13758,WBGene00017143,
caenorhabditis_elegans_prjna13758,WBGene00017144,BRAP
caenorhabditis_elegans_prjna13758,WBGene00017146,
caenorhabditis_elegans_prjna13758,WBGene00017147,
caenorhabditis_elegans_prjna13758,WBGene00017148,
caenorhabditis_elegans_prjna13758,WBGene00017149,
caenorhabditis_elegans_prjna13758,WBGene00017150,
caenorhabditis_elegans_prjna13758,WBGene00017151,
caenorhabditis_elegans_prjna13758,WBGene00017152,
caenorhabditis_elegans_prjna13758,WBGene00017153,
caenorhabditis_elegans_prjna13758,WBGene00017154,
caenorhabditis_elegans_prjna13758,WBGene00017156,
caenorhabditis_elegans_prjna13758,WBGene00017157,GPR21
caenorhabditis_elegans_prjna13758,WBGene00017157,GPR52
caenorhabditis_elegans_prjna13758,WBGene00017157,DRD4
caenorhabditis_elegans_prjna13758,WBGene00017157,DRD5
caenorhabditis_elegans_prjna13758,WBGene00017157,TAAR2
caenorhabditis_elegans_prjna13758,WBGene00017157,DRD3
caenorhabditis_elegans_prjna13758,WBGene00017157,CHRM3
caenorhabditis_elegans_prjna13758,WBGene00017157,TAAR8
caenorhabditis_elegans_prjna13758,WBGene00017157,CHRM5
caenorhabditis_elegans_prjna13758,WBGene00017157,GPR161
caenorhabditis_elegans_prjna13758,WBGene00017157,TAAR1
caenorhabditis_elegans_prjna13758,WBGene00017157,HRH4
caenorhabditis_elegans_prjna13758,WBGene00017157,CHRM1
caenorhabditis_elegans_prjna13758,WBGene00017157,HRH3
caenorhabditis_elegans_prjna13758,WBGene00017157,TAAR5
caenorhabditis_elegans_prjna13758,WBGene00017157,DRD1
caenorhabditis_elegans_prjna13758,WBGene00017157,CHRM4
caenorhabditis_elegans_prjna13758,WBGene00017157,TAAR9
caenorhabditis_elegans_prjna13758,WBGene00017157,CHRM2
caenorhabditis_elegans_prjna13758,WBGene00017157,HTR4
caenorhabditis_elegans_prjna13758,WBGene00017158,LENG8
caenorhabditis_elegans_prjna13758,WBGene00017159,
caenorhabditis_elegans_prjna13758,WBGene00017160,
caenorhabditis_elegans_prjna13758,WBGene00017161,RABEP1
caenorhabditis_elegans_prjna13758,WBGene00017161,RABEP2
caenorhabditis_elegans_prjna13758,WBGene00017162,DDX23
caenorhabditis_elegans_prjna13758,WBGene00017163,
caenorhabditis_elegans_prjna13758,WBGene00017164,ENGASE
caenorhabditis_elegans_prjna13758,WBGene00017165,CNPY2
caenorhabditis_elegans_prjna13758,WBGene00017165,AC073896.1
caenorhabditis_elegans_prjna13758,WBGene00017165,CNPY1
caenorhabditis_elegans_prjna13758,WBGene00017166,ALDOB
caenorhabditis_elegans_prjna13758,WBGene00017166,ALDOA
caenorhabditis_elegans_prjna13758,WBGene00017166,ALDOC
caenorhabditis_elegans_prjna13758,WBGene00017166,AC093512.2
caenorhabditis_elegans_prjna13758,WBGene00017168,
caenorhabditis_elegans_prjna13758,WBGene00017169,CNPY2
caenorhabditis_elegans_prjna13758,WBGene00017169,AC073896.1
caenorhabditis_elegans_prjna13758,WBGene00017169,CNPY1
caenorhabditis_elegans_prjna13758,WBGene00017170,SLC31A2
caenorhabditis_elegans_prjna13758,WBGene00017172,
caenorhabditis_elegans_prjna13758,WBGene00017173,
caenorhabditis_elegans_prjna13758,WBGene00017174,ATP8B3
caenorhabditis_elegans_prjna13758,WBGene00017174,ATP11A
caenorhabditis_elegans_prjna13758,WBGene00017174,ATP8B1
caenorhabditis_elegans_prjna13758,WBGene00017174,ATP8B2
caenorhabditis_elegans_prjna13758,WBGene00017175,
caenorhabditis_elegans_prjna13758,WBGene00017176,
caenorhabditis_elegans_prjna13758,WBGene00017177,
caenorhabditis_elegans_prjna13758,WBGene00017178,ATG16L2
caenorhabditis_elegans_prjna13758,WBGene00017178,ATG16L1
caenorhabditis_elegans_prjna13758,WBGene00017179,ABCG1
caenorhabditis_elegans_prjna13758,WBGene00017179,ABCG4
caenorhabditis_elegans_prjna13758,WBGene00017179,ABCG2
caenorhabditis_elegans_prjna13758,WBGene00017180,
caenorhabditis_elegans_prjna13758,WBGene00017181,
caenorhabditis_elegans_prjna13758,WBGene00017182,ZFP36
caenorhabditis_elegans_prjna13758,WBGene00017182,ZFP36L1
caenorhabditis_elegans_prjna13758,WBGene00017182,ZFP36L2
caenorhabditis_elegans_prjna13758,WBGene00017183,CLEC18C
caenorhabditis_elegans_prjna13758,WBGene00017183,CLEC18B
caenorhabditis_elegans_prjna13758,WBGene00017183,CLEC18A
caenorhabditis_elegans_prjna13758,WBGene00017183,CRISP3
caenorhabditis_elegans_prjna13758,WBGene00017183,CRISP1
caenorhabditis_elegans_prjna13758,WBGene00017183,GLIPR1
caenorhabditis_elegans_prjna13758,WBGene00017183,CRISPLD2
caenorhabditis_elegans_prjna13758,WBGene00017183,CRISP2
caenorhabditis_elegans_prjna13758,WBGene00017183,GLIPR1L1
caenorhabditis_elegans_prjna13758,WBGene00017183,PI15
caenorhabditis_elegans_prjna13758,WBGene00017183,GLIPR1L2
caenorhabditis_elegans_prjna13758,WBGene00017183,R3HDML
caenorhabditis_elegans_prjna13758,WBGene00017183,CRISPLD1
caenorhabditis_elegans_prjna13758,WBGene00017184,VSIG10L
caenorhabditis_elegans_prjna13758,WBGene00017184,MXRA5
caenorhabditis_elegans_prjna13758,WBGene00017184,PTPRQ
caenorhabditis_elegans_prjna13758,WBGene00017184,IGDCC3
caenorhabditis_elegans_prjna13758,WBGene00017184,VSIG10
caenorhabditis_elegans_prjna13758,WBGene00017184,NCAM2
caenorhabditis_elegans_prjna13758,WBGene00017184,IGDCC4
caenorhabditis_elegans_prjna13758,WBGene00017184,IGSF21
caenorhabditis_elegans_prjna13758,WBGene00017184,CNTN6
caenorhabditis_elegans_prjna13758,WBGene00017184,NEO1
caenorhabditis_elegans_prjna13758,WBGene00017184,IGSF9
caenorhabditis_elegans_prjna13758,WBGene00017184,CNTN3
caenorhabditis_elegans_prjna13758,WBGene00017184,CNTN5
caenorhabditis_elegans_prjna13758,WBGene00017184,ROBO4
caenorhabditis_elegans_prjna13758,WBGene00017184,CNTN2
caenorhabditis_elegans_prjna13758,WBGene00017184,BOC
caenorhabditis_elegans_prjna13758,WBGene00017184,IGSF10
caenorhabditis_elegans_prjna13758,WBGene00017184,NCAM1
caenorhabditis_elegans_prjna13758,WBGene00017184,CNTN1
caenorhabditis_elegans_prjna13758,WBGene00017184,NRCAM
caenorhabditis_elegans_prjna13758,WBGene00017184,IGSF9B
caenorhabditis_elegans_prjna13758,WBGene00017184,DSCAM
caenorhabditis_elegans_prjna13758,WBGene00017184,CHL1
caenorhabditis_elegans_prjna13758,WBGene00017184,DSCAML1
caenorhabditis_elegans_prjna13758,WBGene00017184,NFASC
caenorhabditis_elegans_prjna13758,WBGene00017184,L1CAM
caenorhabditis_elegans_prjna13758,WBGene00017184,SDK2
caenorhabditis_elegans_prjna13758,WBGene00017184,ROBO1
caenorhabditis_elegans_prjna13758,WBGene00017184,CDON
caenorhabditis_elegans_prjna13758,WBGene00017185,
caenorhabditis_elegans_prjna13758,WBGene00017186,
caenorhabditis_elegans_prjna13758,WBGene00017188,
caenorhabditis_elegans_prjna13758,WBGene00017189,
caenorhabditis_elegans_prjna13758,WBGene00017190,FBXO24
caenorhabditis_elegans_prjna13758,WBGene00017190,MYCBP2
caenorhabditis_elegans_prjna13758,WBGene00017191,
caenorhabditis_elegans_prjna13758,WBGene00017192,
caenorhabditis_elegans_prjna13758,WBGene00017193,
caenorhabditis_elegans_prjna13758,WBGene00017194,
caenorhabditis_elegans_prjna13758,WBGene00017195,RCBTB1
caenorhabditis_elegans_prjna13758,WBGene00017195,RCCD1
caenorhabditis_elegans_prjna13758,WBGene00017195,RCBTB2
caenorhabditis_elegans_prjna13758,WBGene00017195,RCC2
caenorhabditis_elegans_prjna13758,WBGene00017197,
caenorhabditis_elegans_prjna13758,WBGene00017198,RXRA
caenorhabditis_elegans_prjna13758,WBGene00017198,NR2C1
caenorhabditis_elegans_prjna13758,WBGene00017198,RXRG
caenorhabditis_elegans_prjna13758,WBGene00017198,HNF4A
caenorhabditis_elegans_prjna13758,WBGene00017198,RXRB
caenorhabditis_elegans_prjna13758,WBGene00017198,NR2F6
caenorhabditis_elegans_prjna13758,WBGene00017198,HNF4G
caenorhabditis_elegans_prjna13758,WBGene00017198,NR2C2
caenorhabditis_elegans_prjna13758,WBGene00017199,
caenorhabditis_elegans_prjna13758,WBGene00017200,
caenorhabditis_elegans_prjna13758,WBGene00017201,
caenorhabditis_elegans_prjna13758,WBGene00017202,
caenorhabditis_elegans_prjna13758,WBGene00017203,
caenorhabditis_elegans_prjna13758,WBGene00017204,
caenorhabditis_elegans_prjna13758,WBGene00017205,CES3
caenorhabditis_elegans_prjna13758,WBGene00017205,ACHE
caenorhabditis_elegans_prjna13758,WBGene00017205,NLGN4X
caenorhabditis_elegans_prjna13758,WBGene00017205,NLGN4Y
caenorhabditis_elegans_prjna13758,WBGene00017205,CES1
caenorhabditis_elegans_prjna13758,WBGene00017205,CEL
caenorhabditis_elegans_prjna13758,WBGene00017205,CES4A
caenorhabditis_elegans_prjna13758,WBGene00017205,NLGN3
caenorhabditis_elegans_prjna13758,WBGene00017205,NLGN1
caenorhabditis_elegans_prjna13758,WBGene00017205,CES5A
caenorhabditis_elegans_prjna13758,WBGene00017205,CES2
caenorhabditis_elegans_prjna13758,WBGene00017205,NLGN2
caenorhabditis_elegans_prjna13758,WBGene00017207,
caenorhabditis_elegans_prjna13758,WBGene00017208,
caenorhabditis_elegans_prjna13758,WBGene00017209,
caenorhabditis_elegans_prjna13758,WBGene00017210,ZCCHC9
caenorhabditis_elegans_prjna13758,WBGene00017211,
caenorhabditis_elegans_prjna13758,WBGene00017212,
caenorhabditis_elegans_prjna13758,WBGene00017213,
caenorhabditis_elegans_prjna13758,WBGene00017214,
caenorhabditis_elegans_prjna13758,WBGene00017215,
caenorhabditis_elegans_prjna13758,WBGene00017216,
caenorhabditis_elegans_prjna13758,WBGene00017217,AGAP3
caenorhabditis_elegans_prjna13758,WBGene00017217,APPL2
caenorhabditis_elegans_prjna13758,WBGene00017217,ARAP1
caenorhabditis_elegans_prjna13758,WBGene00017217,AGAP2
caenorhabditis_elegans_prjna13758,WBGene00017217,GIT1
caenorhabditis_elegans_prjna13758,WBGene00017217,APPL1
caenorhabditis_elegans_prjna13758,WBGene00017217,ASAP3
caenorhabditis_elegans_prjna13758,WBGene00017217,ASAP1
caenorhabditis_elegans_prjna13758,WBGene00017217,ARAP2
caenorhabditis_elegans_prjna13758,WBGene00017217,ARFGAP2
caenorhabditis_elegans_prjna13758,WBGene00017217,ASAP2
caenorhabditis_elegans_prjna13758,WBGene00017217,AGFG1
caenorhabditis_elegans_prjna13758,WBGene00017217,ACAP2
caenorhabditis_elegans_prjna13758,WBGene00017217,ACAP1
caenorhabditis_elegans_prjna13758,WBGene00017217,ACAP3
caenorhabditis_elegans_prjna13758,WBGene00017217,ARAP3
caenorhabditis_elegans_prjna13758,WBGene00017217,AGAP4
caenorhabditis_elegans_prjna13758,WBGene00017217,AGAP6
caenorhabditis_elegans_prjna13758,WBGene00017217,AGAP5
caenorhabditis_elegans_prjna13758,WBGene00017217,AGAP9
caenorhabditis_elegans_prjna13758,WBGene00017218,
caenorhabditis_elegans_prjna13758,WBGene00017219,APOL2
caenorhabditis_elegans_prjna13758,WBGene00017219,APOL3
caenorhabditis_elegans_prjna13758,WBGene00017219,APOL5
caenorhabditis_elegans_prjna13758,WBGene00017219,APOLD1
caenorhabditis_elegans_prjna13758,WBGene00017219,APOL6
caenorhabditis_elegans_prjna13758,WBGene00017219,APOL4
caenorhabditis_elegans_prjna13758,WBGene00017219,APOL1
caenorhabditis_elegans_prjna13758,WBGene00017220,APOL2
caenorhabditis_elegans_prjna13758,WBGene00017220,APOL3
caenorhabditis_elegans_prjna13758,WBGene00017220,APOL5
caenorhabditis_elegans_prjna13758,WBGene00017220,APOLD1
caenorhabditis_elegans_prjna13758,WBGene00017220,APOL6
caenorhabditis_elegans_prjna13758,WBGene00017220,APOL4
caenorhabditis_elegans_prjna13758,WBGene00017220,APOL1
caenorhabditis_elegans_prjna13758,WBGene00017221,
caenorhabditis_elegans_prjna13758,WBGene00017222,
caenorhabditis_elegans_prjna13758,WBGene00017223,
caenorhabditis_elegans_prjna13758,WBGene00017224,
caenorhabditis_elegans_prjna13758,WBGene00017225,
caenorhabditis_elegans_prjna13758,WBGene00017226,
caenorhabditis_elegans_prjna13758,WBGene00017227,
caenorhabditis_elegans_prjna13758,WBGene00017228,
caenorhabditis_elegans_prjna13758,WBGene00017229,
caenorhabditis_elegans_prjna13758,WBGene00017230,
caenorhabditis_elegans_prjna13758,WBGene00017231,
caenorhabditis_elegans_prjna13758,WBGene00017232,
caenorhabditis_elegans_prjna13758,WBGene00017233,OVGP1
caenorhabditis_elegans_prjna13758,WBGene00017233,CHI3L1
caenorhabditis_elegans_prjna13758,WBGene00017233,CHIA
caenorhabditis_elegans_prjna13758,WBGene00017235,
caenorhabditis_elegans_prjna13758,WBGene00017236,
caenorhabditis_elegans_prjna13758,WBGene00017237,POLE2
caenorhabditis_elegans_prjna13758,WBGene00017238,SNRPC
caenorhabditis_elegans_prjna13758,WBGene00017239,
caenorhabditis_elegans_prjna13758,WBGene00017240,RCN2
caenorhabditis_elegans_prjna13758,WBGene00017241,
caenorhabditis_elegans_prjna13758,WBGene00017243,
caenorhabditis_elegans_prjna13758,WBGene00017244,CANT1
caenorhabditis_elegans_prjna13758,WBGene00017245,SRP72
caenorhabditis_elegans_prjna13758,WBGene00017246,
caenorhabditis_elegans_prjna13758,WBGene00017247,
caenorhabditis_elegans_prjna13758,WBGene00017248,
caenorhabditis_elegans_prjna13758,WBGene00017249,
caenorhabditis_elegans_prjna13758,WBGene00017250,
caenorhabditis_elegans_prjna13758,WBGene00017251,
caenorhabditis_elegans_prjna13758,WBGene00017252,
caenorhabditis_elegans_prjna13758,WBGene00017253,
caenorhabditis_elegans_prjna13758,WBGene00017254,
caenorhabditis_elegans_prjna13758,WBGene00017255,
caenorhabditis_elegans_prjna13758,WBGene00017257,
caenorhabditis_elegans_prjna13758,WBGene00017258,
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNA1
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNG1
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNI
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNE2
caenorhabditis_elegans_prjna13758,WBGene00017259,CNTD2
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNJ
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNI2
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNA2
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNE1
caenorhabditis_elegans_prjna13758,WBGene00017259,CCND3
caenorhabditis_elegans_prjna13758,WBGene00017259,CCNG2
caenorhabditis_elegans_prjna13758,WBGene00017259,CCND1
caenorhabditis_elegans_prjna13758,WBGene00017260,
caenorhabditis_elegans_prjna13758,WBGene00017261,GPAT2
caenorhabditis_elegans_prjna13758,WBGene00017261,GPAM
caenorhabditis_elegans_prjna13758,WBGene00017262,HSD3B1
caenorhabditis_elegans_prjna13758,WBGene00017262,HSD3B2
caenorhabditis_elegans_prjna13758,WBGene00017263,
caenorhabditis_elegans_prjna13758,WBGene00017264,
caenorhabditis_elegans_prjna13758,WBGene00017265,SNAPC1
caenorhabditis_elegans_prjna13758,WBGene00017266,
caenorhabditis_elegans_prjna13758,WBGene00017267,
caenorhabditis_elegans_prjna13758,WBGene00017268,HMGCR
caenorhabditis_elegans_prjna13758,WBGene00017269,ESCO2
caenorhabditis_elegans_prjna13758,WBGene00017269,ESCO1
caenorhabditis_elegans_prjna13758,WBGene00017269,POLI
caenorhabditis_elegans_prjna13758,WBGene00017270,
caenorhabditis_elegans_prjna13758,WBGene00017271,
caenorhabditis_elegans_prjna13758,WBGene00017272,RPEL1
caenorhabditis_elegans_prjna13758,WBGene00017272,RPE
caenorhabditis_elegans_prjna13758,WBGene00017273,GOSR1
caenorhabditis_elegans_prjna13758,WBGene00017274,
caenorhabditis_elegans_prjna13758,WBGene00017275,
caenorhabditis_elegans_prjna13758,WBGene00017277,MAPK7
caenorhabditis_elegans_prjna13758,WBGene00017278,
caenorhabditis_elegans_prjna13758,WBGene00017279,UBASH3A
caenorhabditis_elegans_prjna13758,WBGene00017279,UBASH3B
caenorhabditis_elegans_prjna13758,WBGene00017280,USP39
caenorhabditis_elegans_prjna13758,WBGene00017281,
caenorhabditis_elegans_prjna13758,WBGene00017282,ALG2
caenorhabditis_elegans_prjna13758,WBGene00017283,DERA
caenorhabditis_elegans_prjna13758,WBGene00017284,EXOC3L1
caenorhabditis_elegans_prjna13758,WBGene00017284,TNFAIP2
caenorhabditis_elegans_prjna13758,WBGene00017284,EXOC3
caenorhabditis_elegans_prjna13758,WBGene00017284,EXOC3L4
caenorhabditis_elegans_prjna13758,WBGene00017284,EXOC3L2
caenorhabditis_elegans_prjna13758,WBGene00017285,
caenorhabditis_elegans_prjna13758,WBGene00017286,PLPBP
caenorhabditis_elegans_prjna13758,WBGene00017287,
caenorhabditis_elegans_prjna13758,WBGene00017288,
caenorhabditis_elegans_prjna13758,WBGene00017289,TMEM199
caenorhabditis_elegans_prjna13758,WBGene00017290,
caenorhabditis_elegans_prjna13758,WBGene00017291,
caenorhabditis_elegans_prjna13758,WBGene00017292,
caenorhabditis_elegans_prjna13758,WBGene00017293,MESD
caenorhabditis_elegans_prjna13758,WBGene00017294,
caenorhabditis_elegans_prjna13758,WBGene00017295,
caenorhabditis_elegans_prjna13758,WBGene00017296,
caenorhabditis_elegans_prjna13758,WBGene00017297,
caenorhabditis_elegans_prjna13758,WBGene00017298,TRIP10
caenorhabditis_elegans_prjna13758,WBGene00017298,FNBP1
caenorhabditis_elegans_prjna13758,WBGene00017298,FNBP1L
caenorhabditis_elegans_prjna13758,WBGene00017299,
caenorhabditis_elegans_prjna13758,WBGene00017300,
caenorhabditis_elegans_prjna13758,WBGene00017301,HIBCH
caenorhabditis_elegans_prjna13758,WBGene00017302,CDC42SE1
caenorhabditis_elegans_prjna13758,WBGene00017302,CDC42SE2
caenorhabditis_elegans_prjna13758,WBGene00017303,
caenorhabditis_elegans_prjna13758,WBGene00017304,ALKBH4
caenorhabditis_elegans_prjna13758,WBGene00017305,
caenorhabditis_elegans_prjna13758,WBGene00017306,
caenorhabditis_elegans_prjna13758,WBGene00017307,
caenorhabditis_elegans_prjna13758,WBGene00017308,
caenorhabditis_elegans_prjna13758,WBGene00017309,THBS1
caenorhabditis_elegans_prjna13758,WBGene00017309,ISM1
caenorhabditis_elegans_prjna13758,WBGene00017309,THBS4
caenorhabditis_elegans_prjna13758,WBGene00017309,COMP
caenorhabditis_elegans_prjna13758,WBGene00017309,THBS3
